STATE,NAME,CENSUSAREA,Longitude,Latitude,Hospital Count,Bed Count,FIPS_plotly,POPESTIMATE2018,Median_Household_Income_2018
CO,Conejos,1287.391,37.20048025031806,-106.19604920455231,1.0,17.0,08021,8200.0,38777.0
CO,Costilla,1226.952,37.27837014968315,-105.42777205724043,,,08023,3828.0,31557.0
CO,Delta,1142.05,38.85830567981969,-107.86762324339935,1.0,49.0,08029,30953.0,46786.0
CO,Eagle,1684.53,39.628527298607274,-106.69737318420796,1.0,58.0,08037,54993.0,86896.0
CO,Fremont,1533.068,38.47392013073803,-105.43811986830185,1.0,25.0,08043,48021.0,47885.0
CA,San Mateo,448.408,37.42151287774602,-122.32384489543391,11.0,1781.0,06081,769545.0,122930.0
CA,Santa Barbara,2735.085,34.67306286999226,-120.01710662389912,9.0,1054.0,06083,446527.0,75646.0
CA,Santa Cruz,445.17,37.05487985043904,-121.99806902640542,4.0,375.0,06087,274255.0,84213.0
CA,Solano,821.765,38.267957529044196,-121.93118987701646,7.0,749.0,06095,446610.0,82808.0
CA,Sutter,602.41,39.033473968660886,-121.69614686817575,4.0,92.0,06101,96807.0,57879.0
CA,Tehama,2949.709,40.12435104230053,-122.23481070031981,1.0,76.0,06103,63916.0,47572.0
CA,Tuolumne,2220.884,38.02605158360358,-119.95158356761901,3.0,152.0,06109,54539.0,56500.0
CA,Calaveras,1020.012,38.204521923316904,-120.55190054672084,1.0,48.0,06009,45602.0,62984.0
CA,Contra Costa,715.937,37.91871569843278,-121.9303861109752,11.0,1804.0,06013,1150215.0,101463.0
CA,Del Norte,1006.373,41.74386462352736,-123.89894194285594,1.0,49.0,06015,27828.0,48518.0
AK,Aleutians East,6981.943,55.36322021658476,-161.98319503486047,,,02013,3515.0,70081.0
GA,Heard,296.03,33.29743343270476,-85.12908371330357,,,13149,11879.0,46218.0
KS,Franklin,571.756,38.56448052665313,-95.28303575877818,1.0,44.0,20059,25631.0,58033.0
CA,Imperial,4176.603,33.0402521554102,-115.3636983112666,2.0,268.0,06025,181827.0,46633.0
CA,Kern,8131.916,35.34275346839919,-118.72981690372407,15.0,1833.0,06029,896764.0,51586.0
CA,Kings,1389.42,36.0735300885264,-119.8162431947763,2.0,142.0,06031,151366.0,58255.0
CA,Madera,2137.069,37.218265718376884,-119.75892288985331,2.0,462.0,06039,157672.0,53632.0
GA,Cobb,339.549,33.94144818336723,-84.57630990031447,4.0,1099.0,13067,756865.0,78603.0
GA,Coffee,575.097,31.548381042755288,-82.85295916276881,1.0,88.0,13069,43093.0,39480.0
GA,Columbia,290.09,33.54379885371235,-82.26474755798587,,,13073,154291.0,82184.0
GA,Coweta,440.892,33.35283213082265,-84.76723934356522,3.0,211.0,13077,145864.0,70974.0
GA,Crisp,272.583,31.921980060216136,-83.77029892041402,1.0,73.0,13081,22601.0,36096.0
GA,Decatur,597.14,30.8777437601948,-84.57668534508305,1.0,80.0,13087,26575.0,38441.0
GA,Dooly,391.94,32.155800314923304,-83.79792237055815,,,13093,13706.0,37278.0
GA,Dougherty,328.689,31.531444625198972,-84.21894989434514,2.0,939.0,13095,91243.0,38806.0
GA,Echols,414.894,30.711561086244014,-82.89762047928895,,,13101,4000.0,38667.0
GA,Effingham,477.7,32.36578089314596,-81.34127190565815,1.0,25.0,13103,62190.0,65793.0
GA,Evans,182.853,32.15682379489874,-81.88532672548136,1.0,49.0,13109,10721.0,37319.0
GA,Floyd,509.911,34.267749732610554,-85.21051675008646,3.0,559.0,13115,97927.0,44906.0
GA,Franklin,261.497,34.372667942301085,-83.235505612033,1.0,56.0,13119,23023.0,42904.0
CO,Kiowa,1767.767,38.43218220623324,-102.73823928899105,1.0,42.0,08061,1383.0,44704.0
CO,Kit Carson,2160.822,39.30548760497355,-102.60369539310156,1.0,19.0,08063,7163.0,48342.0
CO,Larimer,2596.002,40.66716299052902,-105.46059442189761,8.0,725.0,08069,350518.0,71306.0
FL,Nassau,648.639,30.610639796654734,-81.80502422642937,1.0,54.0,12089,85832.0,66898.0
FL,Okaloosa,930.247,30.690985369316937,-86.59184222307218,6.0,673.0,12091,207269.0,62779.0
FL,Osceola,1327.453,28.06175702360426,-81.14781416277415,6.0,997.0,12097,367990.0,50473.0
FL,Palm Beach,1969.763,26.647331295558153,-80.46501815145898,20.0,4993.0,12099,1485941.0,61735.0
FL,Pasco,746.886,28.30971980522847,-82.39507424138552,10.0,1440.0,12101,539630.0,53788.0
FL,Putnam,727.622,29.604410918837797,-81.74345742028282,1.0,99.0,12107,74163.0,39578.0
FL,St. Johns,600.655,29.901900667690153,-81.43873357347543,1.0,335.0,12109,254261.0,81925.0
FL,Santa Rosa,1011.605,30.702658263850804,-87.02150898162787,5.0,385.0,12113,179349.0,69541.0
FL,Sarasota,555.868,27.184591505294623,-82.3315017296642,7.0,1618.0,12115,426718.0,61652.0
FL,Seminole,309.221,28.718065260173248,-81.2390094475685,5.0,965.0,12117,467832.0,67187.0
FL,Volusia,1101.032,29.05708004407075,-81.18131574069481,9.0,2042.0,12127,547538.0,50285.0
FL,Walton,1037.625,30.642560849136398,-86.16852768476562,2.0,108.0,12131,71375.0,60973.0
GA,Atkinson,339.382,31.29634257567114,-82.8755152289559,,,13003,8297.0,36779.0
GA,Bacon,258.576,31.55251756190649,-82.45270059289113,1.0,47.0,13005,11185.0,38775.0
GA,Baldwin,257.844,33.07174889886068,-83.25126374889913,2.0,340.0,13009,44823.0,42727.0
GA,Bartow,459.544,34.23916053211942,-84.8381954842464,1.0,80.0,13015,106408.0,57409.0
GA,Bleckley,215.87,32.436834709078724,-83.32816549746272,1.0,25.0,13023,12838.0,46019.0
GA,Brantley,442.362,31.19955500274315,-81.97553383787213,,,13025,18897.0,41874.0
GA,Bulloch,672.809,32.39515245822048,-81.74970620800532,2.0,190.0,13031,77296.0,43766.0
GA,Calhoun,280.367,31.52806749448545,-84.62669814296969,,,13037,6352.0,33393.0
GA,Charlton,773.576,30.785331647430528,-82.1375754463787,,,13049,12968.0,40499.0
GA,Chattahoochee,248.736,32.34457953702657,-84.79246633526839,1.0,57.0,13053,10684.0,46869.0
GA,Cherokee,421.674,34.24176460972207,-84.4749343942568,1.0,79.0,13057,254149.0,82733.0
GA,Clayton,141.57,33.54720818064003,-84.36557936428677,4.0,558.0,13063,289615.0,46059.0
CT,Tolland,410.214,41.8611811655251,-72.3363349748598,3.0,174.0,09013,150921.0,89584.0
DE,Sussex,936.079,38.66105667225709,-75.38988884901488,3.0,476.0,10005,229286.0,59821.0
DC,District of Columbia,61.048,38.90565508756234,-77.0157874187512,15.0,4304.0,11001,702455.0,82533.0
FL,Baker,585.231,30.33217597258125,-82.28468603356853,2.0,1163.0,12003,28355.0,52804.0
FL,Bay,758.459,30.265373724577643,-85.62020903311243,5.0,752.0,12005,185287.0,51777.0
FL,Broward,1209.785,26.151690802012148,-80.48750538011772,27.0,6715.0,12011,1951260.0,57200.0
FL,Charlotte,680.279,26.90457781648423,-81.91416125854239,4.0,823.0,12015,184998.0,52724.0
FL,Lee,784.513,26.579218375817856,-81.83432146716846,7.0,2240.0,12071,754610.0,56343.0
FL,Madison,695.948,30.442299966618204,-83.47079452254054,1.0,25.0,12079,18529.0,38249.0
FL,Manatee,742.931,27.471781239468598,-82.31546639756316,5.0,806.0,12081,394855.0,59587.0
AK,Wrangell,2541.483,56.32103401139883,-131.99430845655758,,,02275,2503.0,57832.0
CO,Montrose,2240.695,38.40266194709798,-108.27054067627118,1.0,69.0,08085,42214.0,52576.0
FL,Citrus,581.696,28.84886351375967,-82.45813276172578,2.0,332.0,12017,147929.0,41556.0
FL,Dixie,705.053,29.606658161483335,-83.15610110660981,,,12029,16700.0,37148.0
FL,Duval,762.192,30.334953705087326,-81.67196078792469,15.0,4071.0,12031,950181.0,55733.0
FL,Gilchrist,349.677,29.73056020343942,-82.79601311205006,,,12041,18256.0,42186.0
FL,Glades,806.009,26.956564960546256,-81.189222300971,,,12043,13724.0,38680.0
FL,Gulf,564.012,29.95347682610164,-85.2239595206527,1.0,19.0,12045,16164.0,45426.0
FL,Hardee,637.783,27.492939385437435,-81.80956574415617,1.0,25.0,12049,27245.0,39169.0
FL,Hendry,1152.75,26.553487377090697,-81.16529700739001,1.0,25.0,12051,41556.0,44391.0
FL,Hernando,472.539,28.553329862842105,-82.42324934102503,5.0,620.0,12053,190865.0,45884.0
FL,Indian River,502.872,27.692798345803215,-80.60437971769109,4.0,612.0,12061,157413.0,58228.0
FL,Jackson,917.76,30.795028626292776,-85.21218390747421,2.0,87.0,12063,48305.0,39545.0
FL,Lake,938.381,28.760583708413048,-81.7115779047401,5.0,897.0,12069,356495.0,52447.0
CO,Logan,1838.547,40.7246783035625,-103.10939027524563,1.0,25.0,08075,21528.0,53168.0
CO,Mesa,3328.974,39.01884475501489,-108.46572185526041,4.0,460.0,08077,153207.0,51132.0
CO,Moffat,4743.29,40.61882188460465,-108.20757996752667,1.0,0.0,08081,13188.0,59500.0
CO,Morgan,1280.433,40.26268534550514,-103.80909770063562,2.0,69.0,08087,28558.0,55387.0
CO,Ouray,541.593,38.15530093690186,-107.77079959194903,,,08091,4833.0,68900.0
CO,Pitkin,970.697,39.214558831718634,-106.91929748907793,1.0,25.0,08097,17950.0,89034.0
CO,Rio Blanco,3220.934,39.98077350853834,-108.213514186298,2.0,46.0,08103,6336.0,63411.0
CO,Saguache,3168.525,38.08178357331673,-106.27871312680936,,,08109,6843.0,36869.0
CO,Teller,557.055,38.88133511452521,-105.16148927651462,1.0,15.0,08119,25083.0,64850.0
CO,Washington,2518.031,39.97102702847951,-103.20143095833416,,,08121,4909.0,47869.0
CO,Yuma,2364.405,40.00263890385736,-102.42487063309355,2.0,28.0,08125,10020.0,53253.0
CT,Hartford,735.097,41.803892713851546,-72.7323257771892,12.0,2980.0,09003,892697.0,73037.0
CT,Middlesex,369.301,41.45977444090294,-72.53946799840237,1.0,215.0,09007,162682.0,88709.0
AR,Carroll,630.087,36.33968211130399,-93.53740259954847,2.0,47.0,05015,28223.0,45023.0
AR,Chicot,644.304,33.26267594276371,-91.29432327764137,2.0,40.0,05017,10438.0,31787.0
AR,Cleveland,597.783,33.89808624617037,-92.18782933405812,,,05025,8018.0,47600.0
AR,Columbia,766.053,33.21369787471008,-93.22649193246085,1.0,70.0,05027,23537.0,40909.0
AR,Crawford,593.094,35.58599516960116,-94.24471631085892,1.0,103.0,05033,63406.0,47363.0
AR,Faulkner,647.884,35.15130873087863,-92.3328196751213,3.0,172.0,05045,124806.0,53882.0
AR,Franklin,608.857,35.511689691020685,-93.89340435964634,1.0,0.0,05047,17810.0,43696.0
AR,Grant,631.809,34.28854259489353,-92.42310670469422,,,05053,18188.0,52050.0
AR,Hot Spring,615.202,34.317805758060295,-92.94944024530787,2.0,100.0,05059,33701.0,47205.0
AR,Jackson,633.938,35.597365547457706,-91.21430003448522,1.0,133.0,05067,16811.0,36573.0
AR,Lafayette,528.268,33.24169161748965,-93.60453800161136,,,05073,6682.0,35527.0
AR,Little River,532.253,33.69785222846738,-94.22867540165815,1.0,25.0,05081,12326.0,43559.0
AR,Logan,708.125,35.21664998189976,-93.71532773807311,2.0,41.0,05083,21737.0,41471.0
AR,Madison,834.255,36.00752463338011,-93.7265269681095,,,05087,16481.0,42674.0
HI,Hawaii,4028.417,19.601235069969682,-155.52116755547073,6.0,504.0,15001,200983.0,56383.0
HI,Kauai,619.956,22.041729729768797,-159.60077353641097,2.0,144.0,15007,72133.0,73981.0
ID,Ada,1052.576,43.45101243106719,-116.24128053445192,11.0,1354.0,16001,469966.0,66827.0
ID,Adams,1363.056,44.88860581723241,-116.44974540254891,,,16003,4250.0,45311.0
ID,Benewah,776.617,47.214225287166286,-116.659939122992,1.0,19.0,16009,9226.0,48451.0
ID,Bonner,1734.573,48.29892277540877,-116.60038471517647,1.0,25.0,16017,44727.0,51373.0
ID,Bonneville,1866.077,43.38747349266473,-111.61720094642475,2.0,332.0,16019,116854.0,60444.0
AR,Marion,597.009,36.26644324198304,-92.68398194802155,,,05089,16722.0,36581.0
AR,Miller,625.578,33.30819289211008,-93.89105418075319,1.0,62.0,05091,43592.0,42162.0
AR,Mississippi,900.574,35.764488901450235,-90.05513515072195,2.0,193.0,05093,41239.0,36718.0
AR,Nevada,617.837,33.661661110506664,-93.30686863989827,,,05099,8326.0,37626.0
AR,Ouachita,732.783,33.59110148493842,-92.88022785445489,1.0,100.0,05103,23606.0,37624.0
AR,Polk,857.679,34.48354236486377,-94.22703451903097,1.0,65.0,05113,20049.0,39048.0
AR,Pope,812.548,35.44611715046783,-93.03193775257105,1.0,170.0,05115,64000.0,45788.0
AR,Randolph,652.191,36.34273914277803,-91.02509799295245,1.0,50.0,05121,17948.0,37799.0
AR,Sevier,565.126,33.99731280110834,-94.24504249488962,1.0,35.0,05133,17139.0,44100.0
AR,Stone,606.405,35.86006751705151,-92.1571012484102,1.0,25.0,05137,12457.0,34009.0
GA,Wilkes,469.49,33.77956924688893,-82.73958009147591,1.0,25.0,13317,9876.0,39361.0
GA,Worth,570.702,31.549319007666483,-83.85240354365389,1.0,25.0,13321,20299.0,48708.0
AZ,Coconino,18618.885,35.83923481102459,-111.77080265669464,4.0,308.0,04005,142854.0,60187.0
AZ,Graham,4622.597,32.93166095642401,-109.88800117017018,1.0,49.0,04009,38072.0,50157.0
AZ,Greenlee,1843.126,33.21426747749057,-109.2401688575172,,,04011,9483.0,65818.0
AZ,La Paz,4499.629,33.729964750045454,-113.97969892726525,2.0,25.0,04012,21098.0,37350.0
AZ,Navajo,9950.422,35.399226184491084,-110.32133458237382,6.0,130.0,04017,110445.0,40650.0
AZ,Pinal,5365.612,32.903850691284745,-111.34482607873848,6.0,249.0,04021,447138.0,58848.0
AZ,Santa Cruz,1236.916,31.525698213460707,-110.84577453331615,1.0,56.0,04023,46511.0,40545.0
AZ,Yuma,5513.992,32.76909350801832,-113.90625597469804,3.0,410.0,04027,212128.0,44116.0
AR,Ashley,925.349,33.19141779494848,-91.76922328756731,1.0,33.0,05003,20046.0,41127.0
AR,Calhoun,628.581,33.556546354891566,-92.50209298306483,,,05013,5277.0,44969.0
ID,Oneida,1200.061,42.194957182512574,-112.54095661279351,1.0,11.0,16071,4488.0,52602.0
ID,Power,1404.244,42.692042330040124,-112.84003376688831,1.0,10.0,16077,7768.0,51921.0
ID,Shoshone,2629.665,47.3503927635208,-115.89092627658961,1.0,25.0,16079,12796.0,36085.0
ID,Twin Falls,1921.213,42.353716919966416,-114.66733300660181,2.0,253.0,16083,86081.0,51594.0
IL,Alexander,235.509,37.17284131011351,-89.3367486118631,,,17003,6060.0,35249.0
IL,Boone,280.719,42.323494822742575,-88.82343623951097,1.0,0.0,17007,53577.0,74507.0
IL,Bureau,869.031,41.40387193415444,-89.52745942617722,2.0,25.0,17011,32993.0,56099.0
IL,Carroll,444.807,42.06816428783725,-89.93240489082287,,,17015,14312.0,51963.0
IL,Clark,501.418,39.33283800760398,-87.78894282967022,,,17023,15596.0,54092.0
IL,Crawford,443.629,39.00303294754256,-87.75647315943708,1.0,63.0,17033,18807.0,52313.0
IL,DeKalb,631.307,41.89357746787634,-88.76997539351329,3.0,191.0,17037,104143.0,63274.0
IL,Douglas,416.665,39.767893943403834,-88.2144440328635,,,17041,19479.0,56976.0
IL,DuPage,327.499,41.853512940192296,-88.08673407128964,8.0,1880.0,17043,928589.0,93540.0
IN,Orange,398.387,38.54103746082824,-86.4951042001477,1.0,24.0,18117,19489.0,44968.0
IN,Parke,444.663,39.77213552598092,-87.2037803138287,,,18121,16927.0,49639.0
IN,Porter,418.153,41.458333450701225,-87.06782460006497,3.0,317.0,18127,169594.0,69298.0
IN,Randolph,452.379,40.15736989345734,-85.01132697505189,1.0,25.0,18135,24851.0,46441.0
IN,Ripley,446.426,39.10311620263818,-85.26249396703338,1.0,25.0,18137,28523.0,57436.0
IN,St. Joseph,457.85,41.617699294362254,-86.29023319265545,7.0,811.0,18141,270771.0,54674.0
IN,Starke,309.134,41.27878997747357,-86.64790354360231,1.0,53.0,18149,22935.0,49972.0
IN,Steuben,308.939,41.64394735230239,-85.00130448262036,1.0,25.0,18151,34586.0,58295.0
IN,Tipton,260.541,40.31110579087893,-86.05218507615469,1.0,25.0,18159,15128.0,60896.0
IN,Union,161.224,39.62237236907526,-84.92354628522595,,,18161,7037.0,50300.0
IN,Vigo,403.313,39.428515391286176,-87.39310762973592,4.0,541.0,18167,107386.0,48335.0
IN,Wabash,412.434,40.84585862291715,-85.79416707808322,1.0,25.0,18169,31280.0,51487.0
IN,Washington,513.725,38.599313750598355,-86.10519186850219,1.0,25.0,18175,27943.0,44534.0
IN,White,505.125,40.74710393532499,-86.86319291622071,1.0,25.0,18181,24133.0,58380.0
IA,Adair,569.271,41.33075608845426,-94.47105874131576,1.0,25.0,19001,7063.0,54282.0
IL,Edwards,222.416,38.41552758818056,-88.05836117991939,,,17047,6392.0,51280.0
IL,Fayette,716.482,39.00095496730198,-89.02338623907629,1.0,110.0,17051,21416.0,47484.0
IL,Ford,485.616,40.597093563382515,-88.22348720293003,1.0,67.0,17053,13264.0,55357.0
IL,Fulton,865.595,40.47278776673503,-90.2085413607333,1.0,93.0,17057,34844.0,51258.0
IL,Grundy,418.043,41.285370706751586,-88.41891628233147,1.0,89.0,17063,50972.0,79348.0
IN,Greene,542.495,39.03612050995331,-86.96242314720915,1.0,25.0,18055,32006.0,46835.0
IN,Hamilton,394.267,40.07248426113995,-86.05156730614732,6.0,577.0,18057,330086.0,101740.0
IN,Henry,391.876,39.93124653741566,-85.39716078122542,1.0,90.0,18065,48271.0,50183.0
IN,Howard,293.057,40.48348308802817,-86.11808271950827,3.0,254.0,18067,82366.0,55365.0
IN,Jackson,509.312,38.90917278555748,-86.04005724867334,1.0,93.0,18071,44111.0,55518.0
IN,Jefferson,360.631,38.78413301810263,-85.43788182140644,2.0,222.0,18077,32208.0,51031.0
IN,LaGrange,379.624,41.64234776128831,-85.42669113953484,1.0,25.0,18087,39330.0,67498.0
IN,LaPorte,598.299,41.54408623177055,-86.73972427127183,2.0,377.0,18091,110007.0,52095.0
IN,Marion,396.298,39.782077547351506,-86.13660475999143,21.0,3572.0,18097,954670.0,48409.0
IN,Martin,335.737,38.70840684715278,-86.80321592828615,,,18101,10217.0,55444.0
IN,Miami,373.842,40.76942716743239,-86.04524817422269,1.0,25.0,18103,35567.0,47624.0
IN,Morgan,403.969,39.47945683187055,-86.44667515864029,2.0,207.0,18109,70116.0,66151.0
ID,Butte,2231.667,43.724718867485365,-113.17011835097621,1.0,14.0,16023,2611.0,50050.0
ID,Camas,1074.493,43.4627409895092,-114.80515869460841,,,16025,1127.0,53866.0
ID,Caribou,1764.146,42.769162307171406,-111.5630903451094,1.0,25.0,16029,7060.0,61219.0
ID,Clark,1764.185,44.28491380694944,-112.35115047575509,,,16033,852.0,48471.0
ID,Franklin,663.645,42.18140513337659,-111.81754231711376,1.0,20.0,16041,13726.0,58170.0
ID,Fremont,1863.525,44.23247852249649,-111.48108306607541,,,16043,13168.0,51155.0
ID,Gooding,728.973,42.96944565263447,-114.81269700748851,1.0,18.0,16047,15196.0,51302.0
ID,Jerome,597.185,42.689399218160595,-114.26213279328782,1.0,25.0,16053,24015.0,54020.0
ID,Kootenai,1244.125,47.67324077156797,-116.70064761745668,4.0,396.0,16055,161505.0,56188.0
ID,Lewis,478.795,46.23396086120705,-116.42750474609765,,,16061,3861.0,44911.0
ID,Madison,469.206,43.78342245955475,-111.6524047039708,1.0,69.0,16065,39304.0,41827.0
ID,Nez Perce,848.092,46.33036757774462,-116.74540540376289,1.0,145.0,16069,40408.0,54476.0
IN,Benton,406.418,40.60632661505841,-87.31080020355358,,,18007,8653.0,51649.0
IN,Brown,311.981,39.19612825770215,-86.22867588603803,,,18013,15234.0,60944.0
IN,Carroll,372.224,40.58081022834376,-86.56181340731564,,,18015,20127.0,57092.0
IN,Clark,372.855,38.47973598562927,-85.70776290503505,3.0,378.0,18019,117360.0,56774.0
IN,Crawford,305.643,38.2874078862432,-86.45111424851883,,,18025,10558.0,44152.0
IN,Decatur,372.568,39.30704984812393,-85.50113324570545,1.0,25.0,18031,26794.0,57441.0
IN,Delaware,392.124,40.22777585772701,-85.39727084794404,3.0,411.0,18035,114772.0,43096.0
IN,Fountain,395.656,40.12364636917309,-87.23743765872624,,,18045,16351.0,53493.0
GA,Habersham,276.74,34.63053091749805,-83.52888662097617,1.0,53.0,13137,45388.0,51829.0
GA,Hancock,471.841,33.274364940054625,-83.0002436723465,,,13141,8348.0,31716.0
GA,Hart,232.394,34.347955832526026,-82.96250063340062,,,13147,26099.0,47171.0
GA,Irwin,354.343,31.604002990007785,-83.27852339710066,1.0,34.0,13155,9398.0,38156.0
GA,Jasper,368.165,33.31491881248582,-83.68849893866576,1.0,17.0,13159,14040.0,51241.0
GA,Jenkins,347.279,32.79273606020576,-81.96174642110638,1.0,25.0,13165,8683.0,31419.0
GA,Lamar,183.5,33.082488910987074,-84.14434076241517,,,13171,19000.0,48323.0
GA,Lanier,185.261,31.037657927188746,-83.06616850325703,,,13173,10340.0,41564.0
KS,Johnson,473.375,38.88492287283453,-94.82110300825774,16.0,1563.0,20091,597555.0,87087.0
KS,Kiowa,722.639,37.558421219780335,-99.28575862642666,1.0,15.0,20097,2516.0,64399.0
KS,Labette,645.295,37.191335958920675,-95.29726434703973,3.0,67.0,20099,19964.0,44571.0
KS,Leavenworth,462.831,39.20057591284422,-95.03905348980959,3.0,130.0,20103,81352.0,70807.0
KS,Logan,1072.994,38.917358057720406,-101.1484750376537,1.0,71.0,20109,2844.0,50267.0
KS,McPherson,898.274,38.391848584422334,-97.64769868954733,3.0,87.0,20113,28537.0,58017.0
KS,Meade,978.088,37.238742078274264,-100.3648537818021,1.0,20.0,20119,4146.0,67220.0
KS,Montgomery,643.527,37.19250124010223,-95.74245800696582,1.0,88.0,20125,32120.0,42479.0
KS,Nemaha,717.427,39.7834336027913,-96.01394583062623,2.0,49.0,20131,10155.0,59567.0
KS,Osborne,892.504,39.350339313377226,-98.76753257748229,1.0,25.0,20141,3475.0,46101.0
KS,Ottawa,720.733,39.13240461313013,-97.65021918953614,1.0,42.0,20143,5802.0,56451.0
KS,Republic,717.371,39.827936833402745,-97.65034293327844,1.0,63.0,20157,4664.0,48566.0
KS,Rush,717.763,38.5227527573346,-99.30863983485773,1.0,36.0,20165,3093.0,44121.0
KS,Russell,886.26,38.91467739669972,-98.76247914253783,1.0,46.0,20167,6907.0,45879.0
KS,Scott,717.544,38.48222621111588,-100.90663850601794,1.0,25.0,20171,4897.0,63790.0
KS,Shawnee,544.016,39.04161561457873,-95.75749190254157,5.0,768.0,20177,177499.0,53612.0
LA,Lafourche,1068.214,29.557916124278773,-90.42399453730772,3.0,203.0,22057,98115.0,52651.0
LA,Lincoln,471.742,32.600315401900566,-92.66597410048166,4.0,146.0,22061,47196.0,36525.0
LA,Livingston,648.169,30.437050569952156,-90.72064855161875,1.0,59.0,22063,139567.0,63088.0
LA,Natchitoches,1252.25,31.721306266833285,-93.0977130767897,2.0,208.0,22069,38659.0,36298.0
LA,Plaquemines,779.911,29.418958481605646,-89.59029333065399,,,22075,23410.0,58643.0
LA,Rapides,1317.962,31.1957598445217,-92.53496359980596,12.0,906.0,22079,130562.0,48116.0
LA,Red River,389.09,32.095441193432734,-93.34245602521987,2.0,37.0,22081,8477.0,36865.0
LA,Sabine,866.659,31.564184890778627,-93.55431175523759,1.0,44.0,22085,24032.0,36423.0
KY,Jefferson,380.416,38.18709567126575,-85.66149865882026,17.0,4795.0,21111,770517.0,55860.0
KY,Jessamine,172.116,37.87163231245598,-84.58072568095618,,,21113,53920.0,59443.0
KY,Larue,261.519,37.54641586118662,-85.7007670906967,,,21123,14307.0,45458.0
KY,Lee,208.857,37.59719003039768,-83.71534748361906,,,21129,7033.0,29124.0
KY,Lewis,482.836,38.52912178750733,-83.38615396319727,,,21135,13257.0,35751.0
KY,Livingston,313.127,37.207054965731494,-88.35211881126318,1.0,25.0,21139,9242.0,48182.0
KY,McCracken,248.744,37.055795226347065,-88.71055841788666,2.0,708.0,21145,65346.0,48950.0
KY,Magoffin,308.444,37.700247146997015,-83.0662250704307,,,21153,12362.0,30950.0
KY,Martin,229.605,37.798509193161216,-82.50868320000302,,,21159,11323.0,28925.0
KY,Mercer,248.797,37.81660519962905,-84.87019953852764,1.0,25.0,21167,21774.0,53921.0
KY,Monroe,329.373,36.708643129832126,-85.72165970123639,1.0,49.0,21171,10718.0,35596.0
KY,Montgomery,197.366,38.04115235796927,-83.9167063185931,1.0,42.0,21173,28203.0,46629.0
KY,Nelson,417.512,37.80540356147107,-85.4676408036884,1.0,40.0,21179,45851.0,55602.0
IA,Decatur,531.881,40.73738098181814,-93.78644482234628,1.0,25.0,19053,7890.0,41101.0
IN,Allen,657.308,41.09180504518668,-85.06820998096812,10.0,1502.0,18003,375351.0,54473.0
GA,Lincoln,210.38,33.791754936613344,-82.44895243605727,,,13181,7915.0,46967.0
IA,Dubuque,608.305,42.46870121861785,-90.8808834542832,3.0,470.0,19061,96854.0,60367.0
IA,Franklin,581.972,42.73270384357955,-93.2625692479688,1.0,25.0,19069,10124.0,59367.0
IA,Grundy,501.858,42.401357494102434,-92.791343997069,1.0,80.0,19075,12304.0,65060.0
IA,Guthrie,590.62,41.68364573220421,-94.50666187968937,1.0,25.0,19077,10720.0,60306.0
IA,Howard,473.248,43.35668677821724,-92.31703395646261,1.0,19.0,19089,9187.0,53500.0
IA,Ida,431.508,42.386961363331274,-95.51355387095936,1.0,25.0,19093,6841.0,60312.0
IA,Jefferson,435.51,41.031654719822505,-91.94862191160776,1.0,25.0,19101,18381.0,46715.0
IA,Johnson,614.04,41.671532508735595,-91.58747133265588,4.0,1383.0,19103,151260.0,64387.0
IA,Keokuk,579.179,41.33649832766574,-92.17850669901323,1.0,25.0,19107,10225.0,52122.0
IA,Lee,517.518,40.63846693393566,-91.48058890959945,3.0,145.0,19111,34055.0,48241.0
IA,Marshall,572.501,42.035868370017624,-92.99908189944014,1.0,125.0,19127,39981.0,59552.0
IA,Mills,437.437,41.032879906765366,-95.61772732542222,1.0,851.0,19129,15063.0,64271.0
IA,Monroe,433.715,41.029882405848866,-92.86909692915908,1.0,25.0,19135,7790.0,56541.0
IA,Muscatine,437.469,41.48467967166806,-91.11503693064547,1.0,48.0,19139,42929.0,58465.0
IA,Page,534.942,40.73930020101795,-95.1500455691096,2.0,50.0,19145,15249.0,54313.0
KS,Sherman,1056.066,39.3514738691571,-101.71976835625621,1.0,25.0,20181,5899.0,45966.0
IA,Polk,573.795,41.68535595357455,-93.57714295972359,9.0,1820.0,19153,487204.0,68479.0
IA,Pottawattamie,950.28,41.33562635105941,-95.54279268469871,2.0,514.0,19155,93533.0,56337.0
IA,Ringgold,535.498,40.73514975513852,-94.2436746391218,1.0,16.0,19159,4968.0,48754.0
IA,Scott,458.089,41.64077819551291,-90.62459160439059,4.0,1193.0,19163,173283.0,59865.0
IA,Tama,721.011,42.0799176687692,-92.5326694455877,,,19171,16904.0,56954.0
IA,Van Buren,484.789,40.753020108845355,-91.9502126661109,1.0,25.0,19177,7020.0,47905.0
IA,Washington,568.835,41.33545874677461,-91.71754969174508,1.0,25.0,19183,22141.0,65849.0
IA,Winnebago,400.489,43.37750662773029,-93.73407186108504,,,19189,10518.0,54433.0
IA,Woodbury,872.834,42.38973480560657,-96.0437514001622,2.0,830.0,19193,102539.0,60059.0
KS,Anderson,579.646,38.21413251010165,-95.29272815079554,1.0,41.0,20003,7878.0,50646.0
KS,Barton,895.4,38.4789339966906,-98.75632155590496,3.0,81.0,20009,26111.0,49991.0
KS,Chase,773.06,38.302752130588395,-96.59324092508959,,,20017,2629.0,50981.0
